official_name,FECID,nothing_2024,firstname,lastname,bioname,state,state_abb,district,incumbent,level,electoral_district,office_name,candidate_UUID,party_ID,DOB,race,gender,person_UUID,ICPSR,state_ICPSR,bioguide_ID,nominate_dim1,office_facebook_page,office_instagram_account,office_twitter_account,office_youtube_account,office_tiktok_account,campaign_facebook_page,campaign_instagram_account,campaign_twitter_account,campaign_youtube_account,campaign_tiktok_account,office_truthsocial_account,campaign_truthsocial_account,office_telegram_account,campaign_telegram_account,office_gettr_account,campaign_gettr_account,office_rumble_account,campaign_rumble_account,cook_2024,competitive,seatup_2024,cookreport24_raw,party_standardized
Chellie Pingree,H8ME01120,0.0,Chellie,Pingree,"PINGREE, Chellie",Maine,ME,1.0,Incumbent,country,Maine's 1st congressional district,U.S. Representative,62787bb6-7a6d-5bcb-9763-cf5bd47ebdc3,Democratic Party,4/2/55,White,Female,62154604-b81b-4ed1-b5f8-57d13c0f7db8,20920.0,2.0,P000597,-0.421,https://www.facebook.com/ChelliePingree,https://www.instagram.com/chelliepingree/,https://twitter.com/chelliepingree,https://www.youtube.com/user/CongresswomanPingree,,https://www.facebook.com/PingreeForCongress,,https://twitter.com/PingreeForME,https://www.youtube.com/channel/UCscngLCrQ2UUwpEjhH9J4YQ,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Cheryl Riley,H4MD08213,0.0,Cheryl,Riley,,Maryland,MD,8.0,Non-Incumbent,country,Maryland's 8th congressional district,U.S. Representative,dd5fa932-ab37-5c26-92f8-0eab2be47ee3,Republican Party,,,,f2c22031-1037-47e2-ac5b-a0e8eb7c2419,,,,,,,,,,https://www.facebook.com/cheryl4maryland,,https://x.com/Cheryl4moco,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Chip Roy,H8TX21307,0.0,Chip,Roy,"ROY, Charles",Texas,TX,21.0,Incumbent,country,Texas's 21st congressional district,U.S. Representative,79a7fa11-3ce7-50b7-a723-1fbe96a3ce0f,Republican Party,8/7/72,White,Male,47382372-70dd-433f-8c9d-107a1f406be4,21961.0,49.0,R000614,0.8,https://www.facebook.com/RepChipRoyPress/,https://www.instagram.com/repchiproy/,https://twitter.com/RepChipRoy,https://www.youtube.com/channel/UCu6wgN7DvYxUMnywD3XE3TQ,,https://www.facebook.com/ChipRoyforCongress/,https://www.instagram.com/chiproytx/,https://twitter.com/chiproytx,https://www.youtube.com/channel/UCUp3Bj2EEnGlBuaUuXWgrpg,,,,,,,https://gettr.com/user/chiproytx,https://rumble.com/c/c-2710724,,Not Competitive,0.0,,,Republican Party
"Chris ""Mookie"" Walker",H4WV02254,0.0,Chris,Walker,,West Virginia,WV,2.0,Non-Incumbent,country,West Virginia's 2nd congressional district,U.S. Representative,32a081b8-3181-5b06-8dbd-5216b654d682,Republican Party,,,,85fccbab-ec41-4619-ad01-f95c172aa45b,,,,,,,,,,https://www.facebook.com/people/Chris-Walker/61555197154975/,https://www.instagram.com/chriswalkerwv/,https://x.com/ChrisWalkerWV,https://www.youtube.com/@ChrisWalkerWV,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Chris Anstead,H4CA26196,0.0,Chris,Anstead,,California,CA,26.0,Non-Incumbent,country,California's 26th congressional district,U.S. Representative,f63950f1-e685-5530-b0eb-69348ded78b8,Democratic Party,,,,381f50b4-65e5-417a-a1f4-7945bb1aa806,,,,,,,,,,https://www.facebook.com/people/Chris-for-Congress/61554950806740/?mibextid=LQQJ4d,https://www.instagram.com/chrisforcongress,,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Chris B. Wiggins,H6CA37313,0.0,Chris,Wiggins,,California,CA,43.0,Non-Incumbent,country,California's 43rd congressional district,U.S. Representative,4c698d72-9c21-596e-962b-45bab7a5b40d,Democratic Party,,,,8f26c98b-9db0-44a5-9b67-f53a05203bc1,,,,,,,,,,https://www.facebook.com/wigginscongress,https://www.instagram.com/chrisbwiggins/,https://twitter.com/iamchriswigg,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Chris Banweg,H4OH13146,0.0,Chris,Banweg,,Ohio,OH,13.0,Non-Incumbent,country,Ohio's 13th congressional district,U.S. Representative,05872f82-4379-5e00-8c37-73850be61715,Republican Party,,,,54a245d0-3a86-487f-9e66-fd6c1f40a5dc,,,,,,,,,,https://www.facebook.com/banwegforcongress,,https://twitter.com/banweg,https://www.youtube.com/@BanwegForCongress/featured,,,,,,,,,,Democrat Toss Up,1.0,,,Republican Party
Chris Bright,H4NH01276,0.0,Chris,Bright,,New Hampshire,NH,1.0,Non-Incumbent,country,New Hampshire's 1st congressional district,U.S. Representative,5558e981-ae01-5b1d-a392-bcbfdde3dff9,Republican Party,,,,787f5a81-84b9-4c4e-af75-d27b83f48dd1,,,,,,,,,,https://www.facebook.com/ChrisBrightNH,https://www.instagram.com/chrisbrightnh/,https://x.com/chrisbrightnh,https://www.youtube.com/@ChrisBrightForCongress,,,,,,,,,,Likely Democrat,1.0,,,Republican Party
"Chris Bruneau, Sr.",H4MD01143,0.0,Chris,Bruneau,,Maryland,MD,1.0,Non-Incumbent,country,Maryland's 1st congressional district,U.S. Representative,f1cbc7e2-c9b7-54db-81e3-cc40841c7506,Republican Party,,,,1baf43bb-e394-4b5a-91eb-a64179e7d66a,,,,,,,,,,https://www.facebook.com/cbforcongress/,https://www.instagram.com/cbforcongress/,https://x.com/CBforCongress24,https://www.youtube.com/@ChrisBruneauforCongress,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Chris Coulombe,H2CA02241,0.0,Chris,Coulombe,,California,CA,2.0,Non-Incumbent,country,California's 2nd congressional district,U.S. Representative,4aea534f-da0d-55f0-aabb-9cb537049227,Republican Party,,,,75490324-b068-4d1b-a4d8-e8ddc80622a0,,,,,,,,,,https://www.facebook.com/christocongress/,https://www.instagram.com/christocongress/,https://twitter.com/ChrisToCongress,https://www.youtube.com/channel/UC5TGH9RKc8Sp2XVIKVzapXA,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Chris Deluzio,H2PA17103,0.0,Chris,Deluzio,"DELUZIO, Chris",Pennsylvania,PA,17.0,Incumbent,country,Pennsylvania's 17th congressional district,U.S. Representative,e3fb4552-f7b3-5f72-a941-dae58082c3e0,Democratic Party,7/13/84,White,Male,5586307a-4b0e-47a4-97b3-c6a367406815,22316.0,14.0,D000530,-0.239,https://www.facebook.com/RepChrisDeluzio/,https://www.instagram.com/RepDeluzio/,https://twitter.com/RepDeluzio,https://www.youtube.com/@rep.chrisdeluzio,,https://www.facebook.com/ChrisforPA,https://www.instagram.com/chrisforpa/,https://twitter.com/ChrisForPA,https://www.youtube.com/channel/UCTrapCF9JoQUkGI9jKieeyw,,,,,,,,,,Lean Democrat,1.0,,,Democratic Party
Chris Eddy,H4FL25030,0.0,Chris,Eddy,,Florida,FL,25.0,Non-Incumbent,country,Florida's 25th congressional district,U.S. Representative,8e4108ed-387e-563e-aaa8-8b3c4dd1ad2b,Republican Party,10/2/64,,,0f9761c4-3059-4c50-ac5d-64a4adcc70cf,,,,,,,,,,https://www.facebook.com/Eddy4Congress/,https://www.instagram.com/eddy4congress/,https://twitter.com/Eddy4Congress,https://www.youtube.com/@Eddy4Congress,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Chris Herrod,H8UT03253,0.0,Chris,Herrod,,Utah,UT,3.0,Non-Incumbent,country,Utah's 3rd congressional district,U.S. Representative,eb610cde-37be-501a-af50-a36d414aeb3e,Republican Party,,,,be10ced9-2bdd-4a7a-9768-8346387c57cb,,,,,,,,,,https://www.facebook.com/HerrodforUSCongress/,https://www.instagram.com/herrodforcongress/,https://x.com/chrisnherrod,https://www.youtube.com/@chrisherrod2103,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Chris Hyser,H4MD06258,0.0,Chris,Hyser,,Maryland,MD,6.0,Non-Incumbent,country,Maryland's 6th congressional district,U.S. Representative,7ab3fc09-8660-5086-bd7a-b367140a9988,Republican Party,,,,7597dec8-7744-4c4e-8648-6e6cfc828ebc,,,,,,,,,,https://www.facebook.com/profile.php?id=100089588571764,https://www.instagram.com/chrishyserforcongress/,https://x.com/ChrisHyser2024?s=20,https://www.youtube.com/@ChrisHyserforCongress,https://www.tiktok.com/@chris_hyser_md_cd6?_t=8eSVYjuYU7q_r=1,,,,,,,,,Likely Democrat,1.0,,,Republican Party
Chris Maples,H4NC08108,0.0,Chris,Maples,,North Carolina,NC,8.0,Non-Incumbent,country,North Carolina's 8th congressional district,U.S. Representative,47a998d2-bee9-581c-982d-e8e59bc7ccc1,Republican Party,,,,42bb5851-9bf6-4a8d-a1cd-1e66154b73a5,,,,,,,,,,https://www.facebook.com/ChrisMaplesNC,https://www.instagram.com/ChrisMaplesNC,https://twitter.com/ChrisMaplesNC,https://www.youtube.com/@ChrisMaplesNC/addons/build,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Chris Mapp,H8TX27080,0.0,Chris,Mapp,,Texas,TX,27.0,Non-Incumbent,country,Texas's 27th congressional district,U.S. Representative,e7b51530-768a-5620-ad4e-432db5749ddd,Republican Party,,,,3994f1ef-b81d-461a-a923-d34147fa7338,,,,,,,,,,https://www.facebook.com/ckmapp/,,https://x.com/ckmappforuscon1,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Chris Mathys,H2CA21183,0.0,Chris,Mathys,,California,CA,22.0,Non-Incumbent,country,California's 22nd congressional district,U.S. Representative,1c37dadd-f2cd-586d-a279-13eb441d601b,Republican Party,,,,e9706898-23a5-4931-aedd-b47050289cb0,,,,,,,,,,https://www.facebook.com/profile.php?id=61554161437289,https://x.com/ChrisMathysCA21,https://twitter.com/ChrisMathysCA21,https://www.youtube.com/@chrismathys8480,https://www.tiktok.com/@mathys_congress,,,,,,https://gettr.com/user/MathysCongress,,https://rumble.com/user/MathysforCongress,Republican Toss Up,1.0,,,Republican Party
Chris Pappas,H8NH01210,0.0,Chris,Pappas,"PAPPAS, Chris",New Hampshire,NH,1.0,Incumbent,country,New Hampshire's 1st congressional district,U.S. Representative,7c1d676e-498c-50a0-a6d4-85e4df1fa75f,Democratic Party,6/4/80,White,Male,2a7dd383-dc2d-4efa-97eb-70b444462c9c,21951.0,4.0,P000614,-0.237,https://www.facebook.com/RepChrisPappas,https://www.instagram.com/repchrispappas/,https://twitter.com/RepChrisPappas,https://www.youtube.com/@congressmanchrispappas2330,,https://www.facebook.com/pappasfornh,https://www.instagram.com/pappasfornh/,https://twitter.com/ChrisPappasNH,https://www.youtube.com/channel/UCOMLLJGmSQXBDHufSt5am-w,,,,,,,,,,Likely Democrat,1.0,,,Democratic Party
Chris Stewart,H2UT02324,0.0,Chris,Stewart,"STEWART, Chris",Utah,UT,2.0,Incumbent; Resigned,country,Utah's 2nd congressional district,U.S. Representative,a1a232e8-be5c-529a-9ed4-06b83d43f914,Republican Party,7/15/60,White,Male,e2395cd3-bc84-467b-ba89-80fa0ecfe3ba,21367.0,67.0,S001192,0.499,https://www.facebook.com/RepChrisStewart,https://www.instagram.com/repChrisStewart/,https://twitter.com/repchrisstewart,https://www.youtube.com/channel/UCKYqzTvmQVWys-WhrCkbyPw,,https://facebook.com/stewartforutah,https://instagram.com/stewart4utah,https://twitter.com/stewartforutah,https://www.youtube.com/channel/UCiAxMNkpXAaaUGA0E-WZOUg,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Chrissy Houlahan,H8PA06087,0.0,Chrissy,Houlahan,"HOULAHAN, Christina",Pennsylvania,PA,6.0,Incumbent,country,Pennsylvania's 6th congressional district,U.S. Representative,54ca3180-544a-568c-831f-04d523e58b25,Democratic Party,6/5/67,White,Female,385b360a-c206-4df9-a151-9cf78e53a4c4,21934.0,14.0,H001085,-0.259,https://www.facebook.com/RepChrissyHoulahan,https://www.instagram.com/repchrissyhoulahan/,https://twitter.com/RepHoulahan,https://www.youtube.com/@rephoulahan/,https://www.tiktok.com/@repchrissyhoulahan,https://www.facebook.com/HoulahanForPA,,https://twitter.com/HoulahanForPa,https://www.youtube.com/channel/UCwNG0dT_Id8iH4pCv64NQbw,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Christian Castelli,H2NC07161,0.0,Christian,Castelli,,North Carolina,NC,6.0,Non-Incumbent,country,North Carolina's 6th congressional district,U.S. Representative,5f6d7f60-5bdb-5d38-8024-d5f5a94f766a,Republican Party,,,,a2bc2dbb-caa5-402f-8f35-5d493ebf8d7a,,,,,,,,,,https://www.facebook.com/castellifornc/,https://www.instagram.com/castelli4nc/,https://twitter.com/Castelli4NC,https://www.youtube.com/channel/UCEmiVChnWYu52_btjdNWccg,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Christian Reagan,H4NC11094,0.0,Christian,Reagan,,North Carolina,NC,11.0,Non-Incumbent,country,North Carolina's 11th congressional district,U.S. Representative,d97a246b-71d1-5dea-a826-e8e21f872e42,Republican Party,,,,cd4adb72-a3b2-44cd-843c-14855b1d8b24,,,,,,,,,,,https://www.instagram.com/reaganforcongress/,https://twitter.com/ChristianR42639,https://www.youtube.com/channel/UCfKBo13bCxrJwerh_9VvOEA,https://www.tiktok.com/@reaganforcongress,,,,,,,,,Not Competitive,0.0,,,Republican Party
Christina Bohannan,H2IA02111,0.0,Christina,Bohannan,,Iowa,IA,1.0,Non-Incumbent,country,Iowa's 1st congressional district,U.S. Representative,b99ea64a-750e-5854-ba15-ef9ffce4b1b9,Democratic Party,7/2/71,,,4f86c877-7152-4a6a-9c98-1c253aa93738,,,,,,,,,,https://www.facebook.com/BohannanforIowa,https://www.instagram.com/Christinaforcongress,https://twitter.com/BohannanIowa,https://www.youtube.com/channel/UC_j5DiapdErxjF1Ow5ErBdw,https://www.tiktok.com/@htchristinabohannan,,,,,,,,,Likely Republican,1.0,,,Democratic Party
Christine Bish,H0CA06170,0.0,Christine,Bish,,California,CA,6.0,Non-Incumbent,country,California's 6th congressional district,U.S. Representative,fa995f3c-659e-5d79-a11c-fd31d91a9904,Republican Party,,,,835b7350-dbcc-4b20-a875-29e77d8b0e01,,,,,,,,,,https://www.facebook.com/BishForCongress/,,https://twitter.com/BishForCongress,,https://www.tiktok.com/@bishforcongress?lang=en,,,,,,https://gettr.com/user/Bish_4_Congress,,https://rumble.com/user/christinebishforcongress,Not Competitive,0.0,,,Republican Party
"Christopher ""Chris"" McNerney",H4TX37021,0.0,Christopher,McNerney,,Texas,TX,37.0,Non-Incumbent,country,Texas's 37th congressional district,U.S. Representative,3f305a9c-4147-556c-ad21-a6ae7b5efbb4,Democratic Party,,,,71570b98-caf3-47f0-8c9a-2ce48e9c82ec,,,,,,,,,,,https://www.instagram.com/mcnerney2024,https://x.com/mcnerney2024,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Christopher Bradley,H2FL14269,0.0,Christopher,Bradley,,Florida,FL,14.0,Non-Incumbent,country,Florida's 14th congressional district,U.S. Representative,8004f852-2fcb-59cc-8190-a76607e9441a,Unaffiliated,,,,8c0a6a73-21ff-48c9-91d4-bf341388dc33,,,,,,,,,,,,,,,,,,,,,,,Not Competitive,0.0,,,Third Party
Christopher H. Smith,H8NJ04014,0.0,Chris,Smith,"SMITH, Christopher Henry",New Jersey,NJ,4.0,Incumbent,country,New Jersey's 4th congressional district,U.S. Representative,8cd0e768-7e8a-5cde-9670-d88527daab32,Republican Party,3/4/53,White,Male,e46b5757-814b-40b2-bd17-a6fcce7be746,14863.0,12.0,S000522,0.18,https://www.facebook.com/RepChrisSmith/,https://www.instagram.com/repchrissmith,https://twitter.com/RepChrisSmith,https://www.youtube.com/user/USRepChrisSmith,,https://www.facebook.com/Smith4NJ,,,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Christopher Panayiotou,H4TX32121,0.0,Christopher,Panayiotou,,Texas,TX,32.0,Non-Incumbent,country,Texas's 32nd congressional district,U.S. Representative,d42a9782-f0e7-55af-80f3-3125c51cc9df,Democratic Party,,,,1b09499d-c665-4684-afb9-446fa83816f4,,,,,,,,,,https://www.facebook.com/ChrisPforCongress/,https://www.instagram.com/cplocalceleb/,https://x.com/ChrisP4Congress,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Christopher Ryan Dziados,H4PA14106,0.0,Christopher,Dziados,,Pennsylvania,PA,14.0,Non-Incumbent,country,Pennsylvania's 14th congressional district,U.S. Representative,9692f8e5-293c-5d72-85a2-1bbf1a035b53,Democratic Party,,,,b08619c3-6a63-4491-a89e-29271c029731,,,,,,,,,,https://www.facebook.com/dziadosforcongress,,https://www.facebook.com/dziadosforcongress,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Christopher S. Wright,H4NY16095,0.0,Christopher,Wright,,New York,NY,16.0,Non-Incumbent,country,New York's 16th congressional district,U.S. Representative,1bcb5dbe-af29-578b-b2eb-63911207e8dc,"Conservative Party, Republican Party",,,,fd31264d-ecfe-4090-8f4b-b92e417d08dc,,,,,,,,,,https://www.facebook.com/ChrisWrightNY,https://www.instagram.com/ChrisWrightUSA,https://x.com/ChrisWrightUSA,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Christy Lynch,H4LA02145,0.0,Christy,Lynch,,Louisiana,LA,2.0,Non-Incumbent,country,Louisiana's 2nd congressional district,U.S. Representative,63169e46-695f-5a1c-8782-9fe77d77f74b,Republican Party,,,,002f1c21-8230-4c92-be6e-fbc591f13c7d,,,,,,,,,,https://www.facebook.com/profile.php?id=61562961193097,https://www.instagram.com/Lynch4CD2.rocks/,https://x.com/Lynch4CD2,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Chuck Edwards,H2NC14050,0.0,Chuck,Edwards,"EDWARDS, Chuck",North Carolina,NC,11.0,Incumbent,country,North Carolina's 11th congressional district,U.S. Representative,7915dd91-2a57-51a5-8dbf-6a64066c2c48,Republican Party,9/13/60,White,Male,471368b0-d663-48c8-9e4d-25570e0f7c2c,22318.0,47.0,E000246,0.372,https://www.facebook.com/RepChuckEdwards/,https://www.instagram.com/repchuckedwards/,https://twitter.com/RepEdwards,https://www.youtube.com/@RepChuckEdwards/,,https://www.facebook.com/chuckedwardsforcongress,https://instagram.com/chuckedwards4nc,https://twitter.com/ChuckEdwards4NC,https://www.youtube.com/channel/UCSFCsTk9CJQNV63mdAWbrqg,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Chuck Fleischmann,H0TN03254,0.0,Chuck,Fleischmann,"FLEISCHMANN, Chuck",Tennessee,TN,3.0,Incumbent,country,Tennessee's 3rd congressional district,U.S. Representative,03b9f431-2ad3-5170-b2b2-a49db394b488,Republican Party,10/11/62,White,Male,380a635b-860a-4f07-97ca-58a18e291e4c,21178.0,54.0,F000459,0.432,https://www.facebook.com/repchuck,https://www.instagram.com/repchuck/,https://twitter.com/repchuck,https://www.youtube.com/user/repchuck,,https://www.facebook.com/ChuckFleischmann,,https://twitter.com/chuck4congress,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Chuck Goodrich,H4IN05179,0.0,Chuck,Goodrich,,Indiana,IN,5.0,Non-Incumbent,country,Indiana's 5th congressional district,U.S. Representative,0e81631b-c01a-5208-a1c9-9f9fc8d11ecd,Republican Party,,,,7b97cf8f-ac51-429d-af94-8fc6add8568f,,,,,,,,,,https://www.facebook.com/ChuckGoodrich2022,https://www.instagram.com/chuckgoodrich2024/,https://x.com/ChuckGoodrich24,https://www.youtube.com/@GoWithChuckGoodrich,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Chuck Hand,H4GA02102,0.0,Chuck,Hand,,Georgia,GA,2.0,Non-Incumbent,country,Georgia's 2nd congressional district,U.S. Representative,bbede823-5a68-5e26-afa9-f041668b6a39,Republican Party,,,,504100ce-0567-4895-bdb4-aac0608b6f98,,,,,,,,,,https://www.facebook.com/chuckhandforgeorgia/,https://www.instagram.com/thechuckhand,https://twitter.com/mr_chuck_hand,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Chuck Hubbard,H4NC05294,0.0,Chuck,Hubbard,,North Carolina,NC,5.0,Non-Incumbent,country,North Carolina's 5th congressional district,U.S. Representative,7794b394-44a6-54a0-8451-f8d8f9d205ad,Democratic Party,,,,5d5935ee-bcde-4d0a-b79a-03f8e3d91f74,,,,,,,,,,https://www.facebook.com/ChuckHubbardNC,https://www.instagram.com/ChuckHubbardNC,https://x.com/ChuckHubbardNC,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Chuck Summers,H4MO02090,0.0,Chuck,Summers,,Missouri,MO,2.0,Non-Incumbent,country,Missouri's 2nd congressional district,U.S. Representative,eccbc82c-ec81-5232-a2cb-91ffb71a45c4,Democratic Party,,,,6ba0ffc9-2f9f-4464-9626-d81afa665ce6,,,,,,,,,,https://www.facebook.com/profile.php?id=61560740530358,https://www.instagram.com/summers4congress/,,,https://www.tiktok.com/@chucksummers4congress,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Claire Ragge Anderson,H4CA36161,0.0,Claire,Anderson,,California,CA,36.0,Non-Incumbent,country,California's 36th congressional district,U.S. Representative,680307f6-43c3-5979-8a75-5565ad860caa,Unaffiliated,,,,a4cc72ad-7699-44fb-82da-d5f55720cbc4,,,,,,,,,,https://www.facebook.com/ClaireRaggeAnderson/,https://www.instagram.com/claireraggeanderson/,,https://www.youtube.com/@ClaireRaggeAnderson,,,,,,,,,,Not Competitive,0.0,,,Third Party
Clarence Blalock,H4GA14099,0.0,Clarence,Blalock,,Georgia,GA,14.0,Non-Incumbent,country,Georgia's 14th congressional district,U.S. Representative,023d56a7-b66d-59fb-973c-31ed8b852ee7,Democratic Party,,,,b8cd33d6-25e9-4f58-ad85-e6928fb969bd,,,,,,,,,,https://www.facebook.com/ClarenceforGA,https://www.instagram.com/clarenceforga/,https://twitter.com/ClarenceforGA,https://www.youtube.com/channel/UCoDRTX-BcTf_9ZprWe9LiRQ,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Clarence Lam,H4MD03198,0.0,Clarence,Lam,,Maryland,MD,3.0,Non-Incumbent,country,Maryland's 3rd congressional district,U.S. Representative,db92d4ee-76d6-578d-975e-11bcac8d6018,Democratic Party,,,,cd1749f2-65f4-4ce0-812d-d990d1a47df6,,,,,,,,,,https://www.facebook.com/ClarenceLamMD,https://www.instagram.com/ClarenceLamMD,https://x.com/ClarenceLamMD,https://www.youtube.com/@ClarenceLamMD,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Claudia Tenney,H4NY22051,0.0,Claudia,Tenney,"TENNEY, Claudia",New York,NY,24.0,Incumbent,country,New York's 24th congressional district,U.S. Representative,42c9e43e-2a42-577d-afc7-2877c59858a1,Republican Party,2/4/61,White,Female,c00e4fd1-ac21-408b-87d2-53a0df5ea46f,21749.0,13.0,T000478,0.461,https://www.facebook.com/RepClaudiaTenney,https://www.instagram.com/repclaudiatenney/,https://twitter.com/RepTenney,https://www.youtube.com/@RepClaudiaTenney,,https://www.facebook.com/ClaudiaForCongress/,https://www.instagram.com/claudiatenney/,https://twitter.com/claudiatenney,https://www.youtube.com/channel/UCJzwGzVepXaugOjrrEx1glQ,,,https://truthsocial.com/@claudiatenney,,https://t.me/s/claudiatenneyofficial,,https://gettr.com/user/claudiatenney,,,Not Competitive,0.0,,,Republican Party
Clay Higgins,H6LA03148,0.0,Clay,Higgins,"HIGGINS, Clay",Louisiana,LA,3.0,Incumbent,country,Louisiana's 3rd congressional district,U.S. Representative,d5086547-afbe-5b8a-b796-a901485c1025,Republican Party,8/24/61,White,Male,d86d41c4-cb84-41c4-9515-e78dbee4ae5e,21724.0,45.0,H001077,0.624,https://www.facebook.com/CongressmanClayHiggins/,https://www.instagram.com/RepClayHiggins/,https://twitter.com/RepClayHiggins,https://www.youtube.com/@CongressmanClayHiggins,,https://www.facebook.com/captclayhiggins,,https://twitter.com/CaptClayHiggins,,,https://truthsocial.com/@RepClayHiggins,,https://t.me/RepClayHiggins,,,", https://gettr.com/user/RepClayHiggins",,,Not Competitive,0.0,,,Republican Party
